Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°),velocity_diff,row_number
764.2257514,51.50875702,-0.557375717,30.7554029,52.17464258,275.8761858,5.448005089,5.448005089,-0.0002474700000050234,746
765.2257593,51.50881055,-0.558126144,31.78737324,52.24904604,275.9496003,5.416175305,5.416175305,0.0744034600000063,747
766.2257674,51.50884931,-0.558877115,30.65322456,52.22578747,275.6354108,5.401478191,5.401478191,-0.023258570000002976,748
767.225774,51.50889942,-0.559628011,31.37443599,52.30350965,275.9595795,5.32167768,5.32167768,0.07772218000000208,749
768.2257822,51.50895438,-0.560372456,31.69263052,52.16058398,276.3543786,5.16938063,5.16938063,-0.1429256700000039,750
769.2257901,51.50899539,-0.56112097,31.12058059,52.22056789,275.8218616,5.116673088,5.116673088,0.059983909999999696,751
770.2257974,51.5090505,-0.561868616,30.9689921,52.25571139,276.2057527,5.121442067,5.121442067,0.03514350000000377,752
771.2258047,51.50910341,-0.562619284,31.21129424,52.36638763,276.2438523,5.177553119,5.177553119,0.11067623999999654,753
772.225813,51.50914315,-0.563369191,30.59189115,52.3058679,275.7386215,5.230072225,5.230072225,-0.060519729999995775,754
773.2258207,51.50919327,-0.564119797,30.76671738,52.31887872,275.904282,5.273387686,5.273387686,0.013010819999998091,755
774.2258286,51.50924361,-0.564868134,30.8694373,52.36845683,276.0603742,5.302823111,5.302823111,0.04957810999999879,756
775.225836,51.50929275,-0.565612257,30.56937587,52.37293259,276.0664232,5.382035831,5.382035831,0.0044757599999982745,757
776.2258432,51.50934868,-0.566370172,30.72828291,52.45690829,276.0856441,5.421119175,5.421119175,0.08397570000000343,758
777.2258514,51.50939356,-0.567117496,30.68197142,52.40281425,275.8620269,5.483325543,5.483325543,-0.05409404000000251,759
778.2258588,51.50945194,-0.567871028,30.85291239,52.51214997,276.2616902,5.548718225,5.548718225,0.10933572000000424,760
779.2258657,51.50948859,-0.568618678,30.18414914,52.39849975,275.7108986,5.586494818,5.586494818,-0.1136502200000038,761
780.2258737,51.50953576,-0.569360234,30.91801992,52.38923194,275.8200059,5.642008455,5.642008455,-0.009267809999997212,762
781.2258818,51.50959287,-0.570112317,31.92545577,52.52155093,276.2748742,5.705102368,5.705102368,0.13231898999999459,763
782.2251414,51.50963477,-0.57085361,31.04703063,52.47361156,275.9639742,5.672446544,5.672446544,-0.0479393699999946,764
783.2251419,51.50969332,-0.571612907,31.76396616,52.48543897,276.082063,5.670536492,5.670536492,0.011827409999995098,765
784.2251499,51.50975315,-0.572373169,31.19324738,52.52674957,276.5966435,5.648610237,5.648610237,0.04131060000000275,766
785.225144,51.50981415,-0.573125156,31.06010267,52.49907306,276.8967546,5.588774558,5.588774558,-0.027676509999999155,767
786.22514,51.50988367,-0.573875775,31.03364423,52.48288369,277.8400274,5.573885344,5.573885344,-0.016189369999999315,768
787.2251461,51.5099461,-0.574626415,30.584973,52.52334173,277.6404938,5.572704855,5.572704855,0.0404580399999972,769
788.2251409,51.51001076,-0.575376475,30.71236269,52.58608786,277.8745499,5.553027584,5.553027584,0.06274613000000073,770
789.2251375,51.51006798,-0.576118911,30.42905877,52.57552612,278.2045202,5.52552689,5.52552689,-0.010561739999999986,771
790.2251426,51.51013209,-0.576866074,29.99051642,52.59026471,278.1975487,5.511232583,5.511232583,0.014738590000000329,772
791.2251391,51.51020295,-0.577613063,29.93977262,52.55973609,278.5524448,5.499789346,5.499789346,-0.03052861999999834,773
792.2251335,51.51027878,-0.578358851,30.27821611,52.44035476,278.9307316,5.657516736,5.657516736,-0.11938133000000306,774
793.2251406,51.51036023,-0.579127516,30.5258187,52.93243106,278.6910458,5.596358056,5.596358056,0.4920763000000008,775
794.2251353,51.51045598,-0.579862259,30.931333,52.71211369,279.8824052,5.215873686,5.215873686,-0.22031736999999652,776
795.225131,51.51055113,-0.580612792,31.15817298,52.65847902,280.0795689,5.056824369,5.056824369,-0.053634670000000995,777
796.2251347,51.51063611,-0.58135551,31.03364076,52.42761601,280.3192988,5.012920429,5.012920429,-0.2308630100000002,778
797.2251374,51.51072643,-0.582104804,30.89866515,52.64264679,280.5014493,4.983339129,4.983339129,0.2150307799999993,779
798.225141,51.51081713,-0.582848615,30.19092523,52.64484217,280.7503154,4.955566029,4.955566029,0.0021953799999963053,780
799.2251431,51.51091544,-0.583600331,30.79816395,52.77398531,281.0315707,4.94305682,4.94305682,0.1291431400000036,781
800.2251471,51.51100202,-0.584348698,30.59331954,52.8124116,280.7584062,4.960041608,4.960041608,0.038426289999996754,782
801.2251511,51.51110113,-0.585092581,31.29884041,52.7190598,281.1565291,4.923889313,4.923889313,-0.09335180000000065,783
802.2251542,51.51119709,-0.585827732,31.36477745,52.67433028,281.8082084,4.901331591,4.901331591,-0.04472951999999708,784
803.2251582,51.51129368,-0.586563531,31.44159349,52.57092231,281.9445511,4.861208256,4.861208256,-0.10340796999999924,785
804.2251625,51.51139826,-0.587304352,31.46178664,52.62339106,282.4302061,4.849972696,4.849972696,0.05246875000000273,786
805.2251669,51.51151603,-0.588043028,30.71782769,52.66886675,283.0929876,4.833477421,4.833477421,0.045475689999996405,787
806.225172,51.51163117,-0.588789485,31.16080095,52.96966189,283.5372628,4.82264701,4.82264701,0.3007951399999982,788
807.2251757,51.51174498,-0.589527991,30.87599697,52.94214684,283.6647531,4.842113987,4.842113987,-0.027515049999998098,789
808.2251816,51.51185873,-0.590255844,31.71359952,52.65493467,283.8675764,4.804932853,4.804932853,-0.28721216999999655,790
809.2251861,51.51197481,-0.590996214,31.25704522,52.71106665,283.9756202,4.791905163,4.791905163,0.05613197999999642,791
810.2251914,51.51209259,-0.591729348,31.61603664,52.59467,284.2237022,4.826132874,4.826132874,-0.11639664999999866,792
811.2251973,51.5122097,-0.592463746,30.75189611,52.65154502,284.2646304,4.900177446,4.900177446,0.056875019999999665,793
812.2252027,51.51232217,-0.593195194,30.51700416,52.56574855,284.147098,4.980057099,4.980057099,-0.08579646999999824,794
813.225208,51.51246227,-0.593932488,30.01145727,52.90159109,285.1742096,4.868999114,4.868999114,0.33584253999999447,795
814.2252133,51.51259165,-0.59465937,31.3918414,52.78313451,285.5283279,4.854079485,4.854079485,-0.11845658000000014,796
815.2252194,51.51272397,-0.595386494,31.55988179,52.54159729,285.9007588,4.885513822,4.885513822,-0.2415372199999979,797
816.225226,51.51284418,-0.596115207,30.63961767,52.57108224,285.6363393,4.86054577,4.86054577,0.029484950000004062,798
817.2252313,51.51297815,-0.596841438,30.46565231,52.65971168,285.8173241,4.86188268,4.86188268,0.08862943999999828,799
818.2252369,51.51311869,-0.597560727,31.26428654,52.52148264,286.4050105,4.888894676,4.888894676,-0.1382290399999988,800
819.2252442,51.51327896,-0.598278956,30.87695594,52.53933852,287.8849968,4.899602161,4.899602161,0.017855879999999047,801
820.2252493,51.51342255,-0.599016665,31.06948339,53.03215564,287.8103561,4.896208947,4.896208947,0.492817119999998,802
821.2252556,51.51356196,-0.599740459,31.65626515,52.85467264,287.5870424,4.87664173,4.87664173,-0.17748300000000228,803
822.2252624,51.51370893,-0.600466184,31.21114503,52.74023322,287.5741348,4.863693401,4.863693401,-0.11443941999999652,804
823.225269,51.51387654,-0.601187716,33.10507585,52.70952706,288.2224104,4.904078998,4.904078998,-0.030706160000001148,805
824.2252752,51.51402528,-0.601899248,32.47774401,52.37172991,288.419509,5.029226591,5.029226591,-0.3377971500000001,806
825.2252814,51.51416669,-0.602622669,32.05702228,52.59799708,288.0686437,5.086777724,5.086777724,0.22626716999999985,807
826.2252886,51.5143249,-0.603339483,32.78462109,52.71516212,288.671262,5.001649853,5.001649853,0.11716504000000327,808
827.2252947,51.51448892,-0.604062704,32.53729432,52.92287889,289.322454,4.907699142,4.907699142,0.20771676999999755,809
828.2253014,51.51464175,-0.604772006,32.48814039,52.76361164,289.5006732,4.892231246,4.892231246,-0.1592672499999992,810
829.2253081,51.51479577,-0.605484764,31.65908969,52.63615775,289.5131735,4.912078872,4.912078872,-0.12745388999999818,811
830.2253143,51.51496499,-0.6062005,31.13750094,52.68718427,289.8558551,4.912664583,4.912664583,0.05102652000000063,812
831.2253217,51.51513004,-0.606909927,31.36265262,52.63697124,290.1415448,4.878894602,4.878894602,-0.05021303000000188,813
832.2253277,51.51529486,-0.607617604,31.35319842,52.73174238,290.4036033,4.89767672,4.89767672,0.09477113999999887,814
833.2253355,51.51546831,-0.608325411,32.01595668,52.82955733,290.9085091,4.862213261,4.862213261,0.09781495000000007,815
834.2253423,51.51564177,-0.609029335,33.52778852,52.76355036,291.4874797,4.835807309,4.835807309,-0.06600696999999656,816
835.2253486,51.51581381,-0.609742692,32.23682251,52.88794524,291.4893085,4.82059052,4.82059052,0.12439487999999699,817
836.2253565,51.51599302,-0.610445372,32.95414389,52.75534546,291.6729505,4.820128527,4.820128527,-0.1325997799999996,818
837.2253628,51.51617065,-0.611148903,32.73316275,52.68942257,291.7888737,4.829161334,4.829161334,-0.06592289000000306,819
838.225369,51.51634408,-0.611853769,32.4441084,52.70660338,291.88505,4.82254011,4.82254011,0.01718080999999927,820
839.2253773,51.51652676,-0.612554538,32.75553801,52.64370174,292.3353818,4.830436892,4.830436892,-0.06290163999999976,821
840.2253835,51.51671563,-0.613255795,32.95011812,52.67155778,292.8884575,4.836196275,4.836196275,0.02785604000000319,822
841.2253903,51.51690408,-0.613956133,33.51588662,52.88883543,293.2092008,4.858646481,4.858646481,0.21727764999999977,823
842.2253978,51.51708873,-0.614660643,33.36976017,52.9677343,293.1261678,4.954861081,4.954861081,0.07889886999999618,824
843.2254049,51.51727565,-0.615355736,33.68656168,52.84959753,293.2808135,5.037805435,5.037805435,-0.11813676999999956,825
844.2254122,51.51747541,-0.616046684,33.56519858,52.69837082,293.8195086,4.985222194,4.985222194,-0.151226709999996,826
845.225419,51.51766397,-0.616738448,33.06373795,52.61007669,293.8710423,4.955636318,4.955636318,-0.0882941300000013,827
846.225426,51.51786301,-0.617426827,34.40769338,52.66912925,294.2782423,4.95229905,4.95229905,0.05905255999999781,828
847.2254331,51.51805015,-0.61811939,34.33440804,52.79825792,294.0261356,4.997894693,4.997894693,0.12912867000000006,829
848.2254403,51.518247,-0.618825085,33.20834725,53.05032341,293.7791316,5.002855294,5.002855294,0.25206548999999967,830
849.2254479,51.51843774,-0.619521758,33.9233343,52.98552531,293.6739954,5.049832767,5.049832767,-0.0647980999999973,831
850.2254546,51.51863036,-0.62021585,34.6144643,52.86258945,293.6197083,5.070493294,5.070493294,-0.12293585999999834,832
851.2254615,51.51881269,-0.62092467,33.6639438,52.95821993,293.1044249,5.115614979,5.115614979,0.09563047999999696,833
852.2254688,51.51899841,-0.621629982,33.21236385,53.03965018,292.7530669,5.11076438,5.11076438,0.08143025000000392,834
853.2254757,51.51916999,-0.622330114,33.44627521,52.96564683,292.2690096,5.108338838,5.108338838,-0.07400335000000524,835
854.2254828,51.51933859,-0.623035124,33.65587773,52.97895557,291.9051166,5.090149468,5.090149468,0.013308739999999375,836
855.2254908,51.51950353,-0.623744024,34.16598944,52.89329007,291.4613602,5.169932648,5.169932648,-0.08566549999999751,837
856.2254976,51.51967929,-0.624461732,33.26535824,53.09340593,291.1998335,5.175334274,5.175334274,0.20011586000000392,838
857.2255048,51.5198417,-0.625208126,33.35115374,54.06207374,290.0908522,5.137492466,5.137492466,0.9686678099999995,839
858.2255118,51.52000331,-0.625901011,33.98196656,53.05840628,290.1205039,5.07885536,5.07885536,-1.0036674600000026,840
859.2255195,51.52015686,-0.626612439,33.99343627,52.92049618,289.7919236,5.040461317,5.040461317,-0.13791009999999915,841
860.2255257,51.5203101,-0.627326264,34.1599994,52.88215477,289.4889596,4.9907306,4.9907306,-0.03834141000000102,842
861.2255324,51.52045573,-0.628056336,33.20154379,52.98260497,288.6615498,4.999367942,4.999367942,0.10045019999999738,843
862.225541,51.52060015,-0.628777169,33.58537436,52.9093223,288.3786586,4.998041966,4.998041966,-0.07328266999999755,844
863.2255479,51.52073989,-0.629493422,33.66705792,52.84347725,288.0791375,4.995078366,4.995078366,-0.06584505000000007,845
864.2255551,51.52087618,-0.630228973,32.18689955,52.94664466,287.2901956,5.000972201,5.000972201,0.10316740999999752,846
865.2255617,51.52101827,-0.630955802,33.18659992,52.9934825,287.2721824,5.026745945,5.026745945,0.04683784000000202,847
866.2255694,51.52116643,-0.631684803,34.09308858,52.99866868,287.3330401,4.977676566,4.977676566,0.005186180000002594,848
867.2255764,51.52129102,-0.632415369,33.15649255,53.0448489,286.5900043,4.949576268,4.949576268,0.04618021999999655,849
868.2255844,51.52142004,-0.633147516,33.02752053,52.87223349,286.0097211,4.926814393,4.926814393,-0.1726154099999988,850
869.2255915,51.52155727,-0.633884262,33.33654791,53.04039417,285.8753379,4.945622718,4.945622718,0.16816067999999973,851
870.2255985,51.52169668,-0.634604886,33.295077,52.61061184,286.3687731,4.998109688,4.998109688,-0.4297823300000019,852
871.225606,51.5218213,-0.635351363,33.98765414,53.03424005,285.629997,4.988818616,4.988818616,0.42362821000000395,853
872.2256126,51.52194207,-0.636081326,35.92022507,52.93999579,285.3769254,4.942951874,4.942951874,-0.09424426000000352,854
873.2256204,51.52205893,-0.636826714,35.40111688,53.07648135,284.6985925,4.921141613,4.921141613,0.1364855600000041,855
874.2256279,51.52216989,-0.637572009,35.08939964,53.03456537,284.1423235,4.918167614,4.918167614,-0.041915979999998854,856
875.2256349,51.52228165,-0.638320166,34.40197738,53.13358598,283.7055311,4.966365383,4.966365383,0.09902060999999662,857
876.2256418,51.52238625,-0.639066397,34.2103899,53.09700159,283.200414,4.958958501,4.958958501,-0.036584390000001576,858
877.22565,51.5224867,-0.639811148,34.00736441,52.99337529,282.8713427,4.93348381,4.93348381,-0.10362629999999484,859
878.2256559,51.52258434,-0.640553689,34.17918997,52.88874507,282.5641212,4.904244441,4.904244441,-0.10463022000000421,860
879.225664,51.5223912,-0.639071083,36.00637061,52.93,-1.0,14.62157812,14.62157812,0.04125493000000091,861
880.2256712,51.52246186,-0.639693691,27.88497169,52.93,-1.0,14.50124213,14.50124213,0.0,862
881.2485756,51.52265108,-0.640900514,25.42731511,52.90999985,281.6009645,14.48272359,14.48272359,-0.020000150000001327,863
882.225685,51.52275304,-0.641369736,18.42275238,52.90999985,286.171875,14.47354017,14.47354017,0.0,864
883.2256931,51.52288549,-0.642101893,18.42297149,52.90999985,286.1713018,14.47354017,14.47354017,0.0,865
884.2257006,51.52299627,-0.642953244,14.25838573,55.97000122,283.0071974,14.72876813,14.72876813,3.060001370000002,866
885.2257081,51.52316462,-0.643907604,15.97754021,60.1800003,284.4134051,15.00267163,15.00267163,4.209999080000003,867
886.2257148,51.52326298,-0.644747567,15.74364146,58.88999939,283.0071653,15.15236857,15.15236857,-1.2900009100000034,868
887.2257215,51.52339253,-0.64559662,15.25237217,59.1800003,283.0071621,15.60285071,15.60285071,0.2900009100000034,869
888.2257295,51.52345684,-0.646314563,15.5293173,55.56999969,281.9525118,16.10179699,16.10179699,-3.61000061,870
889.2257369,51.52348164,-0.647076726,15.31587734,55.56999969,278.7884431,15.91215727,15.91215727,0.0,871
890.2257433,51.52355089,-0.647830796,15.21630866,53.1800003,278.4369066,16.2186381,16.2186381,-2.38999939,872
891.2257512,51.52356876,-0.648660504,14.09637458,53.1800003,277.7337806,15.90677008,15.90677008,0.0,873
892.2257586,51.52350444,-0.64790125,14.09615333,53.07,-1.0,14.37880167,14.37880167,-0.11000030000000294,874
893.2257658,51.5235731,-0.649049331,8.132017285,52.95999908,277.0306571,14.53191647,14.53191647,-0.11000091999999739,875
894.2257731,51.52363809,-0.649828821,4.249815136,52.95999908,276.6790942,14.77329394,14.77329394,0.0,876
895.2414962,51.52367233,-0.650602014,1.631422687,53.97999954,276.3275103,14.93772874,14.93772874,1.0200004599999986,877
896.225787,51.5236984,-0.651353672,-0.865638733,53.34999847,275.2734375,16.50184005,16.50184005,-0.6300010699999987,878
897.2257947,51.52374247,-0.652119097,-0.865415999,53.34999847,275.2728383,16.50184005,16.50184005,0.0,879
898.2258019,51.52376757,-0.652886376,-1.973753401,53.34999847,274.9212754,16.98829582,16.98829582,0.0,880
899.2258089,51.52380994,-0.653665223,-2.981077621,53.34999847,274.9212754,17.52036654,17.52036654,0.0,881
900.2258167,51.52382225,-0.654451767,-4.139524553,53.38999939,274.2181494,17.74243612,17.74243612,0.04000091999999711,882
901.225823,51.52383856,-0.65522218,-4.553099774,53.27000046,273.866588,17.32703227,17.32703227,-0.11999893000000128,883
902.2258309,51.52385627,-0.656035221,-5.131527692,53.54000091,273.5150222,17.48238319,17.48238319,0.27000045000000483,884
903.2258383,51.52390122,-0.656827819,-5.330809735,53.27000046,273.866588,17.49129447,17.49129447,-0.27000045000000483,885
904.2258452,51.52393867,-0.657652762,-6.182431014,53.54000091,273.5150222,17.87950372,17.87950372,0.27000045000000483,886
905.2258527,51.52395326,-0.658442731,-6.495420299,53.41999817,273.1634609,18.13791662,18.13791662,-0.12000274000000388,887
906.2258598,51.52394845,-0.659260506,-6.9376185,53.59999847,272.4603335,18.10494569,18.10494569,0.18000030000000322,888
907.2258679,51.5239234,-0.660081948,-7.351987182,53.47999954,270.7025218,18.23219349,18.23219349,-0.11999893000000128,889
908.2251282,51.52393222,-0.660871863,-7.847165738,53.47999954,271.4056474,18.35575976,18.35575976,0.0,890
909.2251277,51.52394811,-0.661677345,-8.476926152,53.47999954,271.4056469,18.51181084,18.51181084,0.0,891
910.2251363,51.52392485,-0.662476937,-9.929567113,52.97000122,270.7025276,18.32637929,18.32637929,-0.5099983200000011,892
911.2251363,51.52390018,-0.663303146,-12.04236009,52.97000122,268.9447151,18.14981623,18.14981623,0.0,893
912.2251329,51.52390229,-0.664134684,-13.34509587,52.79999924,269.2962795,18.13322992,18.13322992,-0.1700019800000021,894
913.225139,51.52389631,-0.66496007,-15.12872624,52.79999924,268.944717,17.83147521,17.83147521,0.0,895
914.225135,51.52409252,-0.667844692,30.32908048,52.90998905,269.2156584,5.14835388,5.14835388,0.10998981000000185,896
915.2251308,51.52407505,-0.668603802,30.06845416,52.76998844,268.6848837,5.141649947,5.141649947,-0.1400006100000013,897
916.2251364,51.52404836,-0.669368271,30.48230608,52.94431318,268.1234402,5.070800797,5.070800797,0.17432474000000298,898
917.2251358,51.5240389,-0.670130414,29.92634426,52.92919717,268.3200671,4.975066263,4.975066263,-0.015116009999999847,899
918.2251247,51.52401085,-0.670897909,29.89463,52.91661647,267.4322361,4.964799553,4.964799553,-0.012580700000000888,900
919.225129,51.52398093,-0.671652051,30.39363017,52.90794642,266.9101266,4.991622305,4.991622305,-0.008670049999999208,901
920.2251241,51.52394553,-0.672412494,30.1287474,52.75549306,266.5421953,5.025857198,5.025857198,-0.15245336000000265,902
921.2251205,51.52390904,-0.673168048,30.29676717,52.89272488,266.1065996,5.040163775,5.040163775,0.13723182000000378,903
922.2251259,51.52386656,-0.673923579,30.30897861,52.85066981,265.6399265,5.096968648,5.096968648,-0.042055070000003525,904
923.225131,51.52382247,-0.674684492,30.61883909,52.87949495,265.4252651,5.111201462,5.111201462,0.028825140000002136,905
924.2251371,51.52377436,-0.675446349,30.6773812,52.88941112,264.9293581,5.153754309,5.153754309,0.009916169999996782,906
925.225143,51.5237202,-0.676202279,30.237382,52.8814626,264.4745996,5.176451198,5.176451198,-0.007948519999999348,907
926.2251476,51.52366286,-0.676951584,29.08950528,52.85079352,264.0953719,5.226396701,5.226396701,-0.030669079999995574,908
927.2251529,51.52361708,-0.677712486,29.99461931,52.84817743,264.1160293,5.301579599,5.301579599,-0.0026160900000036236,909
928.2251596,51.52354435,-0.678471863,29.4657371,52.9752095,262.8307332,5.34438982,5.34438982,0.1270320699999985,910
929.2251657,51.52348879,-0.679230091,29.72859222,52.86069207,263.0238232,5.302040862,5.302040862,-0.11451742999999937,911
930.225171,51.52342271,-0.679986493,30.27032107,52.93468345,262.577771,5.285974613,5.285974613,0.0739913800000025,912
931.2251774,51.52336232,-0.680737139,30.26312863,52.91099341,262.4615577,5.250181843,5.250181843,-0.02369003999999819,913
932.2251829,51.52330551,-0.68149691,30.63305444,52.96978692,262.3325785,5.237539253,5.237539253,0.05879350999999389,914
933.2251897,51.5232572,-0.682262927,31.00399882,53.09205474,263.0693233,5.25622367,5.25622367,0.12226782000000469,915
934.2251956,51.52316365,-0.68301309,30.52169979,52.96810602,261.3464749,5.226044451,5.226044451,-0.12394872000000134,916
935.2252021,51.52308197,-0.683764548,31.05671501,52.97831276,260.8521454,5.246783762,5.246783762,0.010206740000000991,917
936.2252079,51.52300214,-0.684511151,30.15147951,52.94976343,260.4724345,5.266651227,5.266651227,-0.028549330000004147,918
937.225214,51.52292357,-0.685263582,29.86542615,52.82658643,260.2060079,5.273215578,5.273215578,-0.12317699999999832,919
938.2252202,51.5228416,-0.686017166,29.88132399,52.93836573,260.1757482,5.254043917,5.254043917,0.11177930000000202,920
939.2252268,51.52275128,-0.686768055,29.76488872,52.95515413,260.0359122,5.260101054,5.260101054,0.016788399999995818,921
940.2252328,51.52267281,-0.687503491,29.54112065,52.23019632,260.454329,5.239036385,5.239036385,-0.7249578099999994,922
941.2252392,51.52259021,-0.688272687,30.05614007,53.07027729,260.5040053,5.208728546,5.208728546,0.8400809700000025,923
942.2252465,51.52252216,-0.68902415,30.8018529,52.91812794,261.045051,5.172001027,5.172001027,-0.15214935000000196,924
943.2252524,51.52243298,-0.689768705,29.88108459,52.67042991,260.3517736,5.140401893,5.140401893,-0.24769802999999513,925
944.2252591,51.52235657,-0.69052292,29.82564508,52.87424258,260.4527637,5.104398628,5.104398628,0.2038126699999978,926
945.2252649,51.5222685,-0.691277877,30.23922371,52.88456657,260.459286,5.092625118,5.092625118,0.010323989999996286,927
946.2252724,51.52219405,-0.692032814,30.25184743,53.01224096,260.7020262,5.092872434,5.092872434,0.1276743900000028,928
947.2252789,51.52209516,-0.692786788,30.32537281,53.14563144,259.5528634,5.117787762,5.117787762,0.13339048000000275,929
948.2252853,51.52203296,-0.693551913,30.42256667,53.27964602,260.7865885,5.116267002,5.116267002,0.13401457999999877,930
949.2252923,51.5219492,-0.694300239,29.85748396,52.97081365,260.3104447,5.135221998,5.135221998,-0.30883237000000463,931
950.225299,51.52186555,-0.695049452,29.46257282,52.91225416,260.592984,5.13762831,5.13762831,-0.058559489999993275,932
951.2253052,51.52178533,-0.695795284,29.54453429,52.90306191,260.3643871,5.147644764,5.147644764,-0.009192250000005231,933
952.2253119,51.52170647,-0.696552027,29.69330156,53.10185403,260.6662824,5.178368715,5.178368715,0.19879212000000024,934
953.2253187,51.52162674,-0.697301803,30.45483823,53.03836238,260.1169238,5.173166571,5.173166571,-0.06349164999999601,935
954.2253255,51.52153495,-0.698045936,29.61693321,52.95888364,259.3546543,5.184259013,5.184259013,-0.07947873999999899,936
955.225333,51.52144688,-0.698798264,29.94412389,52.97636942,259.4699982,5.190087489,5.190087489,0.017485779999994122,937
956.2253393,51.52135366,-0.699563486,30.55904088,53.58228522,259.2482402,5.208207436,5.208207436,0.6059158000000053,938
957.2253467,51.52129336,-0.700310837,31.78915676,52.92878944,260.1802765,5.147291335,5.147291335,-0.6534957800000001,939
958.225353,51.52121514,-0.701059239,31.47359594,53.01569241,260.2239317,5.142237061,5.142237061,0.08690296999999703,940
959.2253596,51.52113082,-0.701810037,30.90667958,52.94391224,260.3546032,5.125967953,5.125967953,-0.0717801699999967,941
960.2253668,51.52105451,-0.702558308,31.25273193,52.92461982,260.6556551,5.112147505,5.112147505,-0.019292420000006416,942
961.2253731,51.52095896,-0.70330785,30.28210767,52.8109812,260.3403841,5.036968737,5.036968737,-0.11363861999999614,943
962.2253805,51.52088755,-0.704065566,30.61313829,52.92556455,260.5749379,4.978468639,4.978468639,0.11458334999999664,944
963.225387,51.52080637,-0.704816311,30.72085818,52.97429042,260.4432582,5.006012463,5.006012463,0.0487258700000055,945
964.2253947,51.52072919,-0.705565181,30.63742275,52.94464839,260.4939677,5.024951909,5.024951909,-0.029642030000005093,946
965.2254013,51.52064714,-0.706325967,31.07479203,53.12439719,260.3802671,5.039179492,5.039179492,0.17974880000000582,947
966.2254076,51.5205678,-0.707072523,30.84514796,52.96717003,260.4856374,5.069559645,5.069559645,-0.15722716000000503,948
967.2254139,51.52048328,-0.707819129,30.36869042,52.95067238,260.2745023,5.084681874,5.084681874,-0.016497649999998032,949
968.2254208,51.52040699,-0.708568647,29.89848689,52.98882524,260.4717149,5.106704576,5.106704576,0.038152859999996735,950
969.2254281,51.52031818,-0.709319946,29.86306402,53.04489107,259.9651508,5.130901764,5.130901764,0.056065830000001426,951
970.2254348,51.52023745,-0.710059005,29.23246145,52.77499902,260.0096523,5.153632787,5.153632787,-0.2698920499999957,952
971.2254411,51.52013603,-0.710815636,29.19943017,53.1957462,259.1539309,5.130784168,5.130784168,0.42074717999999933,953
972.2254487,51.52005338,-0.711564726,29.00605238,53.04546864,259.4734425,5.122326106,5.122326106,-0.15027755999999926,954
973.2254552,51.51994905,-0.712317436,28.89840835,52.96536045,258.9422953,5.127671088,5.127671088,-0.08010819000000424,955
974.225463,51.51986555,-0.713061833,28.52819492,52.87932826,259.0142824,5.164838943,5.164838943,-0.0860321899999974,956
975.2254692,51.51976627,-0.713809722,28.80458325,52.93856553,258.6090113,5.156323736,5.156323736,0.05923726999999701,957
976.2254765,51.51967843,-0.714561456,28.8052862,52.99402396,258.5371845,5.086405006,5.086405006,0.05545843000000161,958
977.2254834,51.51958286,-0.715302218,28.88864725,52.87252642,258.1570508,5.00076282,5.00076282,-0.12149754000000001,959
978.2254899,51.51947725,-0.716052438,29.07969826,53.00035255,257.4136769,4.99127955,4.99127955,0.12782613000000254,960
979.2254971,51.51937151,-0.716788569,28.87247346,52.95855839,256.8218063,4.963622364,4.963622364,-0.04179416000000202,961
980.225504,51.51924674,-0.717527053,29.13191301,53.00396516,256.0164921,4.933809434,4.933809434,0.0454067699999996,962
981.2255111,51.51911556,-0.718261468,29.15541299,52.96218431,255.0450456,4.945362886,4.945362886,-0.04178085000000209,963
982.225518,51.51898608,-0.718995635,29.56524664,52.84627946,254.6383351,4.970987568,4.970987568,-0.11590484999999973,964
983.2255251,51.51884647,-0.719741241,29.90670816,53.11006711,254.3025494,4.990078535,4.990078535,0.2637876500000047,965
984.2255316,51.51871403,-0.72047664,30.11951065,53.06012187,254.0450637,5.0139311,5.0139311,-0.04994523999999956,966
985.2255388,51.51858502,-0.721217361,30.48499658,53.12708371,254.180868,5.023868646,5.023868646,0.06696183999999761,967
986.225546,51.51845782,-0.721950526,30.32331578,53.09024505,254.1090957,4.997082887,4.997082887,-0.0368386600000008,968
987.2255528,51.51833226,-0.722692047,30.82213495,53.07524618,254.190749,4.973862694,4.973862694,-0.014998869999999442,969
988.2255596,51.51819992,-0.723430466,31.34708956,53.17257427,254.1138604,5.020043669,5.020043669,0.09732808999999776,970
989.2255664,51.51807743,-0.724162358,31.36365051,53.06715374,254.3565004,5.030825758,5.030825758,-0.1054205299999964,971
990.2255741,51.51794642,-0.724901053,31.61216269,53.189331,254.2295567,5.022126768,5.022126768,0.12217726000000084,972
991.2255806,51.5178132,-0.725628903,31.30463788,53.00393428,253.9206936,5.091239624,5.091239624,-0.18539671999999996,973
992.2255876,51.51768488,-0.726357266,31.18531215,52.79754491,254.2281328,5.168486153,5.168486153,-0.20638937000000368,974
993.2255943,51.51756554,-0.727084137,31.52888754,52.43783167,254.7481116,5.166897897,5.166897897,-0.3597132399999978,975
994.2256006,51.51742624,-0.727817836,32.12651694,52.74027366,254.0692474,5.230092857,5.230092857,0.3024419899999984,976
995.2256082,51.51728904,-0.728553721,33.11616643,52.83829015,253.6746509,5.257784128,5.257784128,0.09801648999999912,977
